0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	12	12	10	10	10	12	12	12	0	0	0	0	0	0	0	0	0	0	0	
12	12	12	10	10	10	12	12	12	12	0	0	0	0	0	0	0	0	0	0	
12	12	12	12	12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	
12	12	12	12	12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	
12	12	12	12	12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	
12	12	12	12	12	12	10	10	10	12	12	0	0	0	0	0	0	0	0	0	
12	12	12	12	12	12	10	10	10	12	12	0	0	0	0	0	0	0	0	0	
12	12	12	12	12	12	10	10	10	12	12	0	0	0	0	0	0	0	0	0	
12	12	12	12	12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	
12	12	12	12	12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	
12	12	12	12	12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	
12	12	12	12	12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	
12	10	10	10	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	
12	10	10	10	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	
12	10	10	10	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	
12	12	12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	
12	12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	
12	12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	12	12	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
