12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	2	2	2	7	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	2	2	2	2	2	7	12	12	12	12	12	12	12	12	12	
12	12	12	12	2	2	2	2	2	2	2	7	12	12	12	12	12	12	12	12	
12	12	12	12	28	2	2	2	2	2	2	2	2	7	12	12	12	12	12	12	
12	12	12	12	12	28	2	2	2	2	2	2	2	2	2	2	7	27	27	27	
12	12	12	12	12	12	28	2	2	2	2	2	2	2	2	2	2	2	2	2	
12	12	12	12	12	12	12	2	2	2	2	2	2	2	2	2	2	2	2	2	
12	12	12	12	12	12	12	2	2	2	2	2	2	2	2	2	2	2	2	2	
12	12	12	12	12	12	12	2	2	2	2	2	2	2	2	2	2	2	2	2	
12	12	12	12	12	12	12	2	2	2	2	2	2	2	2	2	2	2	2	2	
12	12	12	12	12	12	29	2	2	2	2	2	2	2	2	6	5	5	5	5	
12	12	12	12	12	29	2	2	2	2	2	2	2	2	6	12	12	12	12	12	
27	27	27	27	29	2	2	2	2	2	2	2	2	6	12	12	12	12	12	12	
2	2	2	2	2	2	2	2	2	2	2	2	6	12	12	12	12	12	12	12	
2	2	2	2	2	2	2	2	2	2	2	6	12	12	12	12	12	12	12	12	
2	2	2	2	2	2	2	2	2	2	2	12	12	12	12	12	12	12	12	12	
